student,1.a,comment,grade,1.b,comment,grade,1.c,comment,grade,1.d,comment,grade,1.e,comment,grade,1.f,comment,grade,1.g,comment,grade,1.h,comment,grade
A0113028W,"SELECT DISTINCT cr.ssn
FROM credit_cards cr, transactions t
WHERE cr.number = t.number
AND (SELECT date(t.datetime)) = '2017-12-25'
AND cr.type = 'visa';",,,"SELECT DISTINCT cu.first_name, cu.last_name
FROM customers cu, credit_cards cr1, credit_cards cr2
WHERE cu.ssn = cr1.ssn
AND cu.ssn = cr2.ssn
AND cu.country = 'Singapore'
AND cr1.type = 'jcb'
AND cr2.type = 'visa';",,,"SELECT cu.ssn, COUNT(cr.number) AS no_of_cc_owned
FROM customers cu LEFT JOIN credit_cards cr ON cu.ssn = cr.ssn
GROUP BY cu.ssn;",,,"SELECT cu.ssn, (CASE WHEN cr.type IS NULL THEN '0' ELSE cr.type END), COUNT(cr.type) AS no_of_cctype_owned
FROM customers cu LEFT JOIN credit_cards cr ON cu.ssn = cr.ssn
GROUP BY cu.ssn, cr.type;",,,"SELECT cu.country, count(DISTINCT cu.ssn) AS no_of_customer
FROM customers cu, credit_cards cr, transactions t, merchants m
WHERE cu.ssn = cr.ssn
AND cr.number = t.number
AND t.code = m.code
AND m.country <> cu.country
GROUP BY cu.country;",,,"SELECT t1.identifier
FROM transactions t1, credit_cards cr1
WHERE t1.number = cr1.number
AND (cr1.type, t1.amount) IN (
		SELECT cr2.type, MAX(t2.amount)
		FROM transactions t2, credit_cards cr2
		WHERE cr2.number = t2.number
		GROUP BY cr2.type);",,,"SELECT t1.identifier
FROM transactions t1, credit_cards cr1
WHERE t1.number = cr1.number
AND t1.amount >= ALL (
		SELECT t2.amount
		FROM transactions t2, credit_cards cr2
		WHERE cr2.number = t2.number
		AND cr1.type = cr2.type);",,,"SELECT DISTINCT m1.code, m1.name
FROM merchants m1
WHERE m1.name IN (
	SELECT m2.name
	FROM merchants m2, transactions t, credit_cards cr
	WHERE t.code = m2.code
	AND cr.number = t.number
	AND cr.type LIKE '%diners-club%'
	GROUP BY m2.name
	HAVING MAX(t.amount) < 888
	UNION
	SELECT m3.name
	FROM merchants m3, transactions t, credit_cards cr
	WHERE t.code = m3.code
	AND cr.number = t.number
	AND cr.type LIKE '%visa%'
	GROUP BY m3.name
	HAVING MAX(t.amount) < 888)","Missing semicolon, CHECK CODE.","Missing semicolon, CHECK CODE."
A0113951L,"select c.ssn
from customers c, credit_cards cc, transactions t
where c.ssn = cc.ssn
and t.number = cc.number
and cc.type = 'visa'
and date(t.datetime::date) = '2017-12-25'",,,"select c.first_name, c.last_name
from customers c, credit_cards cc, credit_cards cc1
where c.ssn = cc.ssn
and c.ssn = cc1.ssn
and (cc.type = 'visa' and cc1.type = 'jcb')
order by c.ssn",,,"select c.ssn, count(*)
from customers c left join credit_cards cc
on c.ssn = cc.ssn
group by c.ssn",,,"select c.ssn, cc.type, sum(
	case
	when c.ssn = cc.ssn then 1
	else 0
	end)
from customers c, credit_cards cc
group by c.ssn, cc.type
order by c.ssn",,,"select c.country, count(*)
from customers c, credit_cards cc, merchants m, transactions t
where c.ssn = cc.ssn
and cc.number = t.number
and m.code = t.code
and c.country <> m.country
group by c.country",,,"create view all_transactions as 
select cc.type, t.identifier, t.amount
from credit_cards cc, transactions t
where cc.number = t.number
select at.type, at.identifier
from all_transactions as at
inner join (
	select type, max(amount)
	from all_transactions 
	group by type) as b
on at.type = b.type and 
at.amount = b.max",,,"select cc.type, t.identifier
from transactions t, credit_cards cc
where t.number = cc.number
and t.amount >= all (
		select t2.amount
		from transactions t2, credit_cards cc2
		where t2.number = cc2.number 
		and cc.type = cc2.type)",,,"select m.code
from merchants m
where not exists(
	select * 
	from transactions t
	where m.code = t.code and t.amount >= 888
	and exists(
		select * 
		from credit_cards cc
		where t.number = cc.number
		and (cc.type like 'visa%' or
			 cc.type like 'diners-club%')))","Missing semicolon, CHECK CODE.","Missing semicolon, CHECK CODE."
A0119430N,"SELECT DISTINCT cc.ssn FROM credit_cards cc, transactions t
WHERE cc.number = t.number
AND cc.type = 'visa'
AND t.datetime >= '2017-12-25'
AND t.datetime < '2017-12-26';",,,"SELECT c.first_name, c.last_name
FROM customers c, credit_cards cc1, credit_cards cc2
WHERE c.ssn = cc1.ssn AND cc1.type = 'visa'
AND c.ssn = cc2.ssn AND cc2.type = 'jcb'
GROUP BY c.ssn, c.first_name, c.last_name;",,,"SELECT c.ssn, COUNT(cc.number) AS card_count
FROM customers c LEFT JOIN credit_cards cc
ON c.ssn = cc.ssn
GROUP BY c.ssn
ORDER BY card_count;",,,"SELECT c.ssn, ct.type, COUNT(cc.number) AS card_count
FROM customers c
CROSS JOIN (SELECT DISTINCT cc.type FROM credit_cards cc) AS ct
LEFT JOIN credit_cards cc
ON  ct.type = cc.type AND c.ssn = cc.ssn
GROUP BY c.ssn, ct.type
ORDER BY c.ssn;",,,"SELECT c.country, COUNT(DISTINCT c.ssn)
FROM customers c, credit_cards cc, transactions t, merchants m
WHERE c.ssn = cc.ssn
AND cc.number = t.number
AND t.code = m.code
AND NOT c.country = m.country
GROUP BY c.country;",,,"SELECT t1.identifier
FROM transactions t1, credit_cards cc1
WHERE t1.number = cc1.number
AND t1.amount = ALL(
	SELECT MAX(t2.amount)
	FROM transactions t2, credit_cards cc2
	WHERE t2.number = cc2.number
	AND cc2.type = cc1.type);",,,"SELECT t1.identifier
FROM transactions t1, credit_cards cc1
WHERE t1.amount >= ALL(
	SELECT t2.amount
	FROM transactions t2, credit_cards cc2
	WHERE t2.number = cc2.number
	AND cc2.type = cc1.type)
AND t1.number = cc1.number;",,,"SELECT m.code, m.name
FROM merchants m
EXCEPT(
SELECT m2.code, m2.name
FROM credit_cards cc, transactions t, merchants m2
WHERE cc.number = t.number
AND t.code = m2.code
AND t.amount >= 888
AND (cc.type LIKE 'visa%' OR cc.type LIKE 'diners-club%')
GROUP BY m2.code, m2.name);",,
A0119542H,"SELECT DISTINCT c.ssn
FROM customers c, credit_cards cc, transactions t
WHERE cc.ssn = c.ssn
AND t.number = cc.number
AND date_trunc('day',t.datetime) = '2017-12-25 00:00:00'
AND cc.type = 'visa';",,,"DROP VIEW IF EXISTS distinct_customer_jcb_visa;
CREATE VIEW distinct_customer_jcb_visa AS
		SELECT DISTINCT c.first_name, c.last_name, c.ssn
		FROM customers c, credit_cards cc
		WHERE cc.ssn = c.ssn
		AND c.country = 'Singapore'
		AND cc.type = 'visa' 
	INTERSECT
		SELECT DISTINCT  c2.first_name, c2.last_name, c2.ssn 
		FROM customers c2, credit_cards cc2
		WHERE cc2.ssn = c2.ssn
		AND c2.country = 'Singapore'
		AND cc2.type = 'jcb' ;
SELECT first_name, last_name
FROM distinct_customer_jcb_visa;",,,"SELECT c.ssn, COUNT(cc.number) AS ""number_of_credit_cards""
FROM customers c
	LEFT JOIN credit_cards cc ON c.ssn = cc.ssn
GROUP BY c.ssn;",,,"DROP VIEW IF EXISTS customer_card_type;
CREATE VIEW customer_card_type AS
SELECT *
FROM customers c CROSS JOIN (SELECT DISTINCT cc.type 
							 FROM credit_cards cc) AS c_type;
SELECT cct.ssn, cct.type, count(number)
FROM customer_card_type cct LEFT OUTER JOIN credit_cards cc
ON (cct.ssn, cct.type) = (cc.ssn, cc.type)
GROUP BY cct.ssn, cct.type;",,,"SELECT c.country, COUNT(DISTINCT c.ssn)
FROM customers c NATURAL JOIN credit_cards cc NATURAL JOIN  transactions t LEFT JOIN merchants m ON t.code=m.code
WHERE c.country <>  m.country
GROUP BY c.country;",,,"SELECT cc.type, t.identifier, t.amount
FROM credit_cards cc, transactions t
WHERE cc.number = t.number
AND (cc.type, t.amount) IN(
	SELECT cc2.type, MAX(t2.amount)
	FROM credit_cards cc2, transactions t2
	WHERE cc2.number = t2.number
	GROUP BY cc2.type);",,,"DROP VIEW IF EXISTS type_identifier_amt;
CREATE VIEW type_identifier_amt AS 
SELECT cc.type, t1.identifier, t1.amount
FROM transactions t1, credit_cards cc
WHERE t1.number = cc.number;
SELECT tia1.type, tia1.identifier, tia1.amount
FROM type_identifier_amt tia1
WHERE tia1.amount>= ALL(
	SELECT tia2.amount 
	FROM type_identifier_amt tia2
	WHERE tia1.type = tia2.type);",,,"SELECT m.code, m.name
FROM credit_cards cc LEFT OUTER JOIN transactions t ON cc.number = t.number 
LEFT OUTER JOIN merchants m on m.code = t.code
WHERE cc.type LIKE 'visa%' OR cc.type LIKE 'diners-club%'
GROUP BY m.code, m.name
HAVING MAX(t.amount)<888;",,
A0124216U,"select distinct cc.ssn
from transactions t, credit_cards cc
where t.number = cc.number
and cc.type='visa'
and t.datetime between '2017-12-25' and '2017-12-26';",,,"select a.first_name, a.last_name 
from (
select distinct c.ssn, c.first_name, c.last_name
from credit_cards cc, customers c
where cc.ssn = c.ssn
and cc.type in ('jcb','visa') and c.country = 'Singapore')a;",,,"select c.ssn,
sum(case when c.ssn=cc.ssn then 1 else 0 end) as ""count""
from credit_cards cc, customers c
group by c.ssn;",,,"select c.ssn, cc.type,
sum(case when c.ssn=cc.ssn then 1 else 0 end) as ""count""
from credit_cards cc, customers c
group by c.ssn, cc.type;",,,"select m.country, count(c.ssn)
from merchants m, transactions t, credit_cards cc, customers c
where cc.number=t.number and m.code=t.code and c.ssn=cc.ssn
and m.country<>c.country
group by m.country;",,,"select t2.identifier
from transactions t2, credit_cards cc2
where t2.number = cc2.number and
(cc2.type, t2.amount) in
(select cc.type, MAX(t.amount) as ""amount""
from transactions t, credit_cards cc
where t.number=cc.number
group by cc.type);",,,"select t.identifier
from transactions t, credit_cards cc
where t.number=cc.number
and t.amount >= ALL(
select t2.amount
from transactions t2, credit_cards cc2
where t2.number=cc2.number and cc.type=cc2.type);",,,"select m.code, m.name
FROM transactions t, credit_cards cc, merchants m
WHERE t.number=cc.number and m.code=t.code
and (cc.type like '%visa%' or cc.type like '%diners-club%')
group by m.code, m.name
having max(t.amount)<888;",,
A0124294H,"select distinct ssn from credit_cards cc where cc.number in 
(select distinct number from transactions trans where CAST(trans.datetime AS DATE) = '2017-12-25') and cc.type = 'visa' order by ssn;",,,"select first_name,last_name from customers cust where cust.ssn in 
((select cc.ssn from credit_cards cc where ""type"" = 'jcb') intersect (select cc.ssn from credit_cards cc where ""type"" = 'visa'))
and country ='Singapore';",,,"select ssn,
	CASE when counter is null
	then 0 
	else counter end	
from 
(select cust.ssn, tem.counter from customers cust left outer join 
(select ssn, count(*) as counter FROM credit_cards group by ssn) tem ON tem.ssn = cust.ssn) as tempo;",,,"select ssn,cardtype,
	CASE when counter is null
	then 0 
	else counter end	
from 
(select tempo.ssn,tempo.cardtype,tem.counter from 
(select cust.ssn,cc.cardtype from (select distinct ""type"" as cardtype from credit_cards) cc, customers cust) tempo
left outer join 
(select ssn, ""type"", count(*) as counter FROM credit_cards
 group by ""type"",ssn) tem on tem.ssn = tempo.ssn and tem.type = tempo.cardtype) as tt;",,,"select cust_ctry,count(distinct cust_ssn) from 
(select cc.ssn as cust_ssn, tran.number as cust_card,mer.country as merchant_ctry, cust.country as cust_ctry 
from transactions tran,merchants mer,credit_cards cc, customers cust
where tran.code = mer.code and cc.number = tran.number  and cust.ssn = cc.ssn) tempctry 
where not merchant_ctry = cust_ctry group by cust_ctry order by cust_ctry;",,,"SELECT tablethree.identifier
FROM (select trans.identifier,trans.amount,cc.type from transactions trans,credit_cards cc
where trans.number = cc.number) tablethree 
INNER JOIN
(select tableone.type,max(tableone.amount) as largest_amt from
(select trans.identifier,trans.amount,cc.type from transactions trans,credit_cards cc
where trans.number = cc.number) tableone group by tableone.type) tabletwo 
ON tabletwo.type = tablethree.type and tabletwo.largest_amt = tablethree.amount;",,,"SELECT t1.identifier FROM transactions t1, credit_cards cc1
WHERE t1.number = cc1.number AND t1.amount >= ALL
(SELECT t2.amount
FROM transactions t2, credit_cards cc2
WHERE t2.number = cc2.number AND cc2.type = cc1.type);",,,"select mer.code, mer.name from merchants mer, 
(select code from merchants
except
select distinct code from transactions trans,credit_cards cc where 
cc.number = trans.number and amount >= 888 and (type like '%visa%' or type like '%diners-club%')) codes
where mer.code=codes.code;",,
A0125002E,"SELECT 
  DISTINCT cu.ssn as Social_Security_Number 
FROM 
  customers cu, 
  credit_cards cc, 
  transactions t 
WHERE 
  t.number = cc.number 
  AND cc.type = 'visa' 
  AND cu.ssn = cc.ssn 
  AND DATE(t.datetime) = '2017-12-25';",,,"SELECT 
  foo.first_name, 
  foo.last_name 
FROM 
  (
    SELECT 
      cu.first_name, 
      cu.last_name, 
      cu.SSN 
    FROM 
      customers cu, 
      credit_cards cc 
    WHERE 
      cu.country = 'Singapore' 
      AND cc.type = 'jcb' 
      AND cc.SSN = cu.SSN 
    INTERSECT 
    SELECT 
      cu.first_name, 
      cu.last_name, 
      cu.SSN 
    FROM 
      customers cu, 
      credit_cards cc 
    WHERE 
      cu.country = 'Singapore' 
      AND cc.type = 'visa' 
      AND cc.SSN = cu.SSN
  ) AS foo;",,,"SELECT 
  cu.SSN, 
  (
    CASE WHEN COUNT(cc.SSN) ISNULL THEN '0' ELSE COUNT(cc.SSN) END
  ) as Number_of_CreditCard_owned 
FROM 
  customers cu 
  LEFT OUTER JOIN credit_cards cc ON cu.SSN = cc.SSN 
GROUP BY 
  cu.SSN 
ORDER BY 
  number_of_CreditCard_owned ASC;",,,"SELECT 
  _cartesian_16cards_with_cu.ssn, 
  _cartesian_16cards_with_cu.type, 
  (
    CASE WHEN COUNT(numb_cards_owned.SSN) ISNULL THEN '0' ELSE COUNT(numb_cards_owned.SSN) END
  ) as Number_of_CreditCard_owned 
FROM 
  (
    SELECT 
      cc_types.type, 
      cu.ssn 
    FROM 
      (
        SELECT 
          DISTINCT (cc.type) 
        FROM 
          credit_cards cc
      ) AS cc_types, 
      customers cu
  ) AS _cartesian_16cards_with_cu 
  LEFT OUTER JOIN (
    SELECT 
      cc.ssn, 
      cc.type, 
      COUNT(cc.ssn) 
    FROM 
      credit_cards cc 
    GROUP BY 
      cc.ssn, 
      cc.type
  ) AS numb_cards_owned ON numb_cards_owned.ssn = _cartesian_16cards_with_cu.ssn 
  AND numb_cards_owned.type = _cartesian_16cards_with_cu.type 
GROUP BY 
  _cartesian_16cards_with_cu.ssn, 
  _cartesian_16cards_with_cu.type 
ORDER BY 
  _cartesian_16cards_with_cu.SSN ASC;",,,"SELECT 
  cu.country, 
  count(DISTINCT cu.SSN) 
FROM 
  customers cu, 
  credit_cards cc, 
  merchants m, 
  transactions t 
WHERE 
  cu.ssn = cc.ssn 
  AND cc.number = t.number 
  AND t.code = m.code 
  AND m.country <> cu.country 
GROUP BY 
  cu.country;",,,"SELECT 
  t.identifier
FROM 
  credit_cards cc, 
  transactions t 
WHERE 
  (t.amount, cc.type) IN (
    SELECT 
      MAX(t.amount), 
      cc.type 
    FROM 
      credit_cards cc, 
      transactions t 
    WHERE 
      cc.number = t.number 
    GROUP BY 
      cc.type
  ) 
  AND cc.number = t.number;",,,"SELECT 
  t.identifier 
FROM 
  credit_cards cc, 
  transactions t 
WHERE 
  cc.number = t.number 
  AND (
    t.amount >= ALL (
      SELECT 
        t2.amount 
      FROM 
        transactions t2, 
        credit_cards cc2 
      WHERE 
        cc2.number = t2.number 
        AND cc.type = cc2.type
    )
  );",,,"SELECT 
  DISTINCT m1.code, 
  m1.name 
FROM 
  merchants m1, 
  transactions t1, 
  credit_cards cc1 
WHERE 
  m1.code = t1.code 
  AND cc1.number = t1.number 
  AND NOT EXISTS (
    SELECT 
      m.code, 
      m.name, 
      t.amount, 
      cc.type 
    FROM 
      merchants m, 
      transactions t, 
      credit_cards cc 
    WHERE 
      m.code = t.code 
      AND t.number = cc.number 
      AND t.amount >= 888 
      AND (
        cc.type LIKE 'visa%' 
        OR cc.type LIKE 'diners%'
      ) 
      AND m1.code = m.code
  );",,
A0142279B,"SELECT DISTINCT cc.ssn
FROM credit_cards cc, transactions t
WHERE cc.number = t.number
AND cc.type='visa'
AND t.datetime::date = '2017-12-25';",,,"SELECT c.first_name, c.last_name
FROM customers c
WHERE c.country = 'Singapore'
AND c.ssn IN (
	SELECT DISTINCT c.ssn
	FROM customers c, credit_cards cc
	WHERE c.ssn=cc.ssn 
	AND cc.type='visa'
	INTERSECT 
	SELECT DISTINCT c.ssn
	FROM customers c, credit_cards cc
	WHERE c.ssn=cc.ssn 
	AND cc.type='jcb');",,,"SELECT c.ssn, COUNT(cc.number) AS number_of_card
FROM customers c LEFT OUTER JOIN credit_cards cc ON c.ssn = cc.ssn
GROUP BY c.ssn;",,,"SELECT to_fill.ssn, to_fill.type, COUNT(number) AS number_of_card
FROM (SELECT c.ssn, cc_type.type
	  FROM customers c, (SELECT DISTINCT cc.type FROM credit_cards cc) AS cc_type) AS to_fill
	  LEFT JOIN credit_cards cc1 ON cc1.ssn = to_fill.ssn AND cc1.type = to_fill.type
GROUP BY to_fill.ssn, to_fill.type;",,,"SELECT diff_cty.country, COUNT(DISTINCT diff_cty.ssn)
FROM (SELECT c.country, c.ssn
	  FROM customers c, credit_cards cc, transactions t, merchants m
	  WHERE c.ssn = cc.ssn
	  AND cc.number = t.number
	  AND t.code = m.code
	  AND c.country <> m.country) AS diff_cty
GROUP BY diff_cty.country;",,,"SELECT DISTINCT t.identifier
FROM transactions t, credit_cards cc,
	(SELECT cc1.type, MAX(t1.amount)
	  FROM credit_cards cc1, transactions t1
	  WHERE cc1.number = t1.number
	  GROUP BY cc1.type) AS max_trans  
WHERE t.amount = max_trans.max
AND cc.number = t.number
AND cc.type = max_trans.type;",,,"SELECT DISTINCT t.identifier
FROM credit_cards cc, transactions t 
WHERE cc.number = t.number
AND t.amount >= ALL(SELECT t1.amount 
				   FROM credit_cards cc1, transactions t1
				   WHERE cc1.number = t1.number
				   AND cc.type = cc1.type);",,,"SELECT m1.code, m1.name
FROM merchants m1
WHERE m1.code NOT IN (
	SELECT m.code
	FROM merchants m, credit_cards cc, transactions t
	WHERE cc.number = t.number
	AND t.code = m.code
	AND t.amount >= 888
	AND (cc.type LIKE 'visa%' OR cc.type LIKE 'diners-club%'))","Missing semicolon, CHECK CODE.","Missing semicolon, CHECK CODE."
A0150032A,"SELECT DISTINCT c.ssn
FROM transactions t
JOIN 
credit_cards cc 
ON t.number = cc.number
JOIN 
customers c
ON cc.ssn = c.ssn
WHERE 
cc.type = 'visa'
AND date(t.datetime) = '2017-12-25';",,,"SELECT DISTINCT first_name, last_name
FROM
credit_cards cc
JOIN 
customers c
ON cc.ssn = c.ssn
WHERE 
cc.type = 'jcb' AND c.country = 'Singapore' 
INTERSECT
SELECT DISTINCT first_name, last_name
FROM 
credit_cards cc
JOIN
customers c
ON cc.ssn = c.ssn
WHERE 
cc.type = 'visa' AND c.country = 'Singapore';",,,"SELECT c.ssn as ssn, COALESCE(COUNT(cc.number),0) as num_cc
FROM
customers c
LEFT JOIN credit_cards cc
ON c.ssn = cc.ssn
GROUP BY c.ssn
ORDER BY num_cc DESC;",,,"SELECT ccc.ssn, ccc.type, COALESCE(count_cc.num_cc, 0) as number_credit_card
FROM
(
SELECT DISTINCT ssn as ssn, type as type
FROM(
(SELECT ssn FROM customers) c
CROSS JOIN
(SELECT type FROM credit_cards) cc)
ORDER BY ssn, type
) ccc
LEFT JOIN 
(
SELECT ssn, type, COUNT(*) as num_cc
FROM credit_cards
GROUP BY ssn, type
) count_cc
ON ccc.ssn = count_cc.ssn
AND ccc.type = count_cc.type;",,,"SELECT a.c_country, COUNT(ssn)
FROM
(SELECT DISTINCT c.ssn, c.country as c_country
FROM customers c
JOIN credit_cards cc
ON c.ssn = cc.ssn
JOIN transactions t
ON t.number = cc.number
JOIN merchants m
ON t.code = m.code
WHERE
c.country <> m.country) a
GROUP BY c_country;",,,"SELECT x2.identifier, x1.type, x1.amount
FROM
(SELECT cc1.type, MAX(t1.amount) amount
FROM transactions t1
JOIN credit_cards cc1
ON t1.number = cc1.number
GROUP BY cc1.type
ORDER BY cc1.type) x1
JOIN 
(SELECT t1.identifier, cc1.type, t1.amount
FROM
transactions t1
JOIN credit_cards cc1
ON t1.number = cc1.number
) x2
ON x1.type = x2.type 
AND x1.amount = x2.amount 
ORDER BY x1.type;",,,"SELECT t1.identifier, cc1.type , t1.amount
FROM transactions t1
JOIN credit_cards cc1
ON t1.number = cc1.number
WHERE t1.amount >= ALL
(
SELECT t2.amount
FROM transactions t2
JOIN credit_cards cc2
ON t2.number = cc2.number
WHERE cc1.type = cc2.type
) 
ORDER BY cc1.type;",,,"SELECT m.code, m.name
FROM merchants m
WHERE m.code
NOT IN
(
SELECT DISTINCT m.code
FROM transactions t
JOIN credit_cards cc
ON t.number = cc.number
JOIN merchants m
ON t.code = m.code
WHERE t.amount >= 888
AND (cc.type LIKE 'visa%' OR cc.type LIKE 'diners-club%')
);",,
A0150639A,"SELECT DISTINCT cc.ssn
FROM 
	customers c, 
	transactions t, 
	credit_cards cc
WHERE c.ssn = cc.ssn
	  AND cc.number = t.number
	  AND t.datetime BETWEEN '2017-12-25 00:00:00.000000' AND '2017-12-25 23:59:59.999999'
	  AND cc.type = 'visa';",,,"SELECT c.ssn
FROM customers c LEFT JOIN credit_cards cc
	 on c.ssn = cc.ssn
WHERE c.country = 'Singapore'
	  AND cc.type IN ('jcb','visa')
GROUP BY c.ssn
HAVING COUNT(DISTINCT cc.type) = 2;",,,"SELECT 
	c.ssn, 
	count(cc.number)
FROM customers c 
	 LEFT JOIN credit_cards cc 
	 ON c.ssn = cc.ssn
GROUP BY c.ssn;",,,"SELECT
	c.ssn, 
	cc.type, 
	count(cc.number)
FROM customers c 
	 LEFT JOIN credit_cards cc 
	 ON c.ssn = cc.ssn
GROUP BY c.ssn,cc.type;",,,"SELECT 
	c.country, 
	count(distinct c.ssn)
FROM 
	 customers c,
	 credit_cards cc, 
	 transactions t,
	 merchants m
WHERE 
	 c.ssn = cc.ssn
	 AND cc.number = t.number
	 AND t.code = m.code 
	 AND c.country <> m.country
GROUP BY c.country;",,,"SELECT
	t1.identifier
FROM(
	SELECT 
		cc2.type card_type,
		max(t2.amount) largest_amount
	FROM 
		transactions t2,
		credit_cards cc2
	WHERE
		cc2.number = t2.number
	GROUP BY
		cc2.type) as tb,
	transactions t1,
	credit_cards cc1
WHERE
	t1.number = cc1.number
	AND cc1.type = tb.card_type
	AND t1.amount = tb.largest_amount;",,,"SELECT
	t1.identifier
FROM
	transactions t1,
	credit_cards cc1
WHERE
	t1.number = cc1.number
	AND t1.amount >= ALL(
		SELECT t2.amount
		FROM 
			transactions t2,
			credit_cards cc2
		WHERE
			t2.number = cc2.number
			AND cc1.type = cc2.type);",,,"SELECT
	m2.code,
	m2.name
FROM
	merchants m2
WHERE
	(m2.code, m2.name) NOT IN(
	SELECT
		m1.code,
		m1.name
	FROM
		merchants m1,
		transactions t1,
		credit_cards cc1
	WHERE
		m1.code = t1.code
		AND t1.number = cc1.number
		AND t1.amount >= 888
		AND (cc1.type LIKE 'visa%' OR cc1.type LIKE 'diners-club%'));",,
A0154734A,"select 
  distinct cc.ssn 
from 
  credit_cards cc, 
  transactions t 
where 
  cc.number = t.number 
  and cc.type = 'visa' 
  and extract(
    year 
    from 
      t.datetime
  ) = 2017 
  and extract(
    month 
    from 
      t.datetime
  ) = 12 
  and extract(
    day 
    from 
      t.datetime
  ) = 25 
order by 
  cc.ssn",,,"select 
  list.first_name, 
  list.last_name 
from 
  (
    select 
      distinct visa.ssn, 
      visa.first_name, 
      visa.last_name 
    from 
      (
        select 
          c.ssn, 
          c.first_name, 
          c.last_name 
        from 
          customers c, 
          credit_cards cc 
        where 
          c.country = 'Singapore' 
          and cc.type = 'visa' 
          and c.ssn = cc.ssn
      ) as visa, 
      (
        select 
          c.ssn, 
          c.first_name, 
          c.last_name 
        from 
          customers c, 
          credit_cards cc 
        where 
          c.country = 'Singapore' 
          and cc.type = 'jcb' 
          and c.ssn = cc.ssn
      ) as jcb 
    where 
      visa.ssn = jcb.ssn
  ) as list 
order by 
  list.first_name",,,"select 
  distinct (c.ssn), 
  Coalesce(
    count(cc.ssn), 
    0
  ) 
from 
  customers c 
  left outer join credit_cards cc on c.ssn = cc.ssn 
group by 
  c.ssn, 
  cc.ssn 
order by 
  c.ssn",,,"select 
  z.ssn, 
  z.type, 
  sum(z.count_label) as count 
from 
  (
    select 
      c.ssn, 
      cc.type, 
      cc.ssn as label, 
      (
        case when c.ssn = cc.ssn then 1 else 0 end
      ) as count_label 
    from 
      customers c, 
      credit_cards cc 
    group by 
      c.ssn, 
      cc.type, 
      cc.ssn 
    order by 
      c.ssn, 
      cc.type
  ) as z 
group by 
  z.ssn, 
  z.type 
order by 
  z.ssn, 
  z.type",,,"select 
  c.country, 
  count(c.country) 
from 
  customers c, 
  credit_cards cc, 
  merchants m, 
  transactions t 
where 
  c.ssn = cc.ssn 
  and cc.number = t.number 
  and t.code = m.code 
  and c.country != m.country 
group by 
  c.country 
order by 
  c.country",,,"select 
  final.identifier 
from 
  (
    select 
      t.identifier, 
      max_amt.max as amt, 
      max_amt.type 
    from 
      (
        select 
          cc.type, 
          max(t.amount) 
        from 
          credit_cards cc, 
          transactions t 
        where 
          cc.number = t.number 
        group by 
          cc.type
      ) as max_amt, 
      transactions t 
    where 
      t.amount = max_amt.max 
    order by 
      max_amt.type
  ) as final",,,"select 
  final.identifier 
from 
  (
    select 
      distinct m2.identifier, 
      m2.amount, 
      m2.type 
    from 
      (
        SELECT 
          z.identifier, 
          z.amount, 
          z.type 
        FROM 
          (
            SELECT 
              cc.type, 
              t.identifier, 
              t.amount, 
              ROW_NUMBER() OVER(
                PARTITION BY cc.type 
                ORDER BY 
                  t.amount DESC
              ) rowNumber 
            FROM 
              transactions t, 
              credit_cards cc 
            where 
              t.number = cc.number
          ) as z 
        WHERE 
          z.rowNumber = 1 
        order by 
          z.type
      ) as m1, 
      (
        select 
          t.identifier, 
          t.amount, 
          cc.type 
        from 
          transactions t, 
          credit_cards cc
      ) as m2 
    where 
      m1.amount = m2.amount 
      and m1.type = m2.type 
    order by 
      m2.identifier
  ) as final",,,"select 
  m.code, 
  m.name 
from 
  merchants m, 
  credit_cards cc, 
  transactions t 
where 
  m.code = t.code 
  and cc.number = t.number 
except 
select 
  m.code, 
  m.name 
from 
  merchants m, 
  credit_cards cc, 
  transactions t 
where 
  m.code = t.code 
  and cc.number = t.number 
  and t.amount >= 888 
  and (
    cc.type like '%visa%' 
    or cc.type like '%diners-club%'
  )","Missing semicolon, CHECK CODE.","Missing semicolon, CHECK CODE."
